053355bd90c99ef16e0a2732316838d6;Pagan Angel 
053355bd90c99ef16e0a2732316838d6;(1990)
cd0486386c9708a59b8db2d1e740a705;Jeff Killed John (1998 2003)
1da2567b655479e7fbca26211090185f;His Infernal Majesty
1da2567b655479e7fbca26211090185f; HER
